,Variety,Country,Province,Region,Subregion,count,geo_normalized
399,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Graves,none,106,"Graves, Bordeaux, France"
400,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Graves SuperiÃ©ures,none,2,"Graves, Bordeaux, France"
401,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Loupiac,none,11,"Sauternais, Bordeaux, France"
402,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Pessac-LÃ©ognan,none,82,"Graves, Bordeaux, France"
403,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Premieres CÃ´tes de Blaye,none,5,"Bourg & Blaye, Bordeaux, France"
404,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Premieres CÃ´tes de Bordeaux,none,3,"Sauternais, Bordeaux, France"
405,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Saint-Croix-du-Mont,none,8,"Sauternais, Bordeaux, France"
407,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Sainte-Foy Bordeaux,none,3,"Entre-Deux-Mers, Bordeaux"
409,"Bordeaux-style White Blend, White Blend",France,Bordeaux,Sauternes,none,414,"Sauternais, Bordeaux, France"
410,"Bordeaux-style White Blend, White Blend",France,France Other,Vin de France,none,2,
411,"Bordeaux-style White Blend, White Blend",France,Southwest France,Bergerac,none,2,"Southwest France, France"
412,"Bordeaux-style White Blend, White Blend",France,Southwest France,Bergerac Sec,none,60,"Southwest France, France"
413,"Bordeaux-style White Blend, White Blend",France,Southwest France,Buzet,none,2,"Southwest France, France"
414,"Bordeaux-style White Blend, White Blend",France,Southwest France,CÃ´tes de Bergerac,none,2,"Southwest France, France"
417,"Bordeaux-style White Blend, White Blend",France,Southwest France,CÃ´tes du Marmandais,none,2,"Southwest France, France"
419,"Bordeaux-style White Blend, White Blend",France,Southwest France,Monbazillac,none,25,"Southwest France, France"
420,"Bordeaux-style White Blend, White Blend",France,Southwest France,Montravel,none,4,"Southwest France, France"
421,"Bordeaux-style White Blend, White Blend",France,Southwest France,Saussignac,none,3,"Southwest France, France"
422,"Bordeaux-style White Blend, White Blend",France,Southwest France,Vin de Pays des CÃ´tes de Gascogne,none,2,"Southwest France, France"
427,"Bordeaux-style White Blend, White Blend",US,California,Central Coast,Happy Canyon of Santa Barbara,4,"Santa Barbara, Central Coast, California, USA"
429,"Bordeaux-style White Blend, White Blend",US,California,Central Coast,Santa Ynez Valley,3,"Santa Barbara, Central Coast, California, USA"
432,"Bordeaux-style White Blend, White Blend",US,Washington,Columbia Valley,Columbia Valley (WA),31,"Columbia Valley, Washington, USA"
434,"Bordeaux-style White Blend, White Blend",US,Washington,Columbia Valley,Walla Walla Valley (WA),6,"Columbia Valley, Washington, USA"
436,"Bovale, Italian Red",Italy,Sicily & Sardinia,Isola dei Nuraghi,none,3,"Sardinia, Southern Italy, Italy"
437,"Brachetto, Italian Red",Italy,Piedmont,Brachetto d'Acqui,none,2,"Piedmont, Northwest Italy, Italy"
439,"Cabernet Blend, Bordeaux-style Red Blend",Argentina,Mendoza Province,LujÃ¡n de Cuyo,none,4,"Mendoza, Argentina"
440,"Cabernet Blend, Bordeaux-style Red Blend",Argentina,Mendoza Province,Mendoza,none,8,"Mendoza, Argentina"
445,"Cabernet Blend, Bordeaux-style Red Blend",Australia,South Australia,Langhorne Creek,none,2,"South Australia, Australia"
446,"Cabernet Blend, Bordeaux-style Red Blend",Australia,South Australia,McLaren Vale,none,2,"South Australia, Australia"
447,"Cabernet Blend, Bordeaux-style Red Blend",Australia,South Australia,South Australia,none,2,"South Australia, Australia"
451,"Cabernet Blend, Bordeaux-style Red Blend",Australia,Western Australia,Margaret River,none,5,"Western Australia, Australia"
453,"Cabernet Blend, Bordeaux-style Red Blend",Austria,Burgenland,none,none,2,"Burgenland, Austria"
457,"Cabernet Blend, Bordeaux-style Red Blend",Chile,Aconcagua Valley,none,none,2,"Aconcagua Valley, Aconcagua Region, Chile"
458,"Cabernet Blend, Bordeaux-style Red Blend",Chile,Cachapoal Valley,none,none,10,"Cachapoal Valley, Central Valley, Chile"
459,"Cabernet Blend, Bordeaux-style Red Blend",Chile,Colchagua Valley,none,none,13,"Colchagua Valley, Central Valley, Chile"
461,"Cabernet Blend, Bordeaux-style Red Blend",Chile,Maipo Valley,none,none,9,"Maipo Valley, Central Valley, Chile"
462,"Cabernet Blend, Bordeaux-style Red Blend",Chile,Maule Valley,none,none,6,"Maule Valley, Central Valley, Chile"
463,"Cabernet Blend, Bordeaux-style Red Blend",Chile,Peumo,none,none,2,"Cachapoal Valley, Central Valley, Chile"
464,"Cabernet Blend, Bordeaux-style Red Blend",Chile,Puente Alto,none,none,2,"Maipo Valley, Central Valley, Chile"
465,"Cabernet Blend, Bordeaux-style Red Blend",Chile,Rapel Valley,none,none,7,"Rapel Valley, Central Valley, Chile"
466,"Cabernet Blend, Bordeaux-style Red Blend",China,China,none,none,3,
475,"Cabernet Blend, Bordeaux-style Red Blend",Greece,Drama,none,none,2,"Macedonia, Greece"
478,"Cabernet Blend, Bordeaux-style Red Blend",Greece,Mount Athos,none,none,2,"Macedonia, Greece"
480,"Cabernet Blend, Bordeaux-style Red Blend",Greece,Peloponnese,none,none,2,"Southern Greece, Greece"
481,"Cabernet Blend, Bordeaux-style Red Blend",Greece,Vin de Pays de MacÃ©doine,none,none,2,"Macedonia, Greece"
491,"Cabernet Blend, Bordeaux-style Red Blend",New Zealand,Hawke's Bay,none,none,3,"Hawke's Bay, New Zealand"
497,"Cabernet Blend, Bordeaux-style Red Blend",South Africa,Stellenbosch,none,none,4,"Coastal Region, South Africa"
498,"Cabernet Blend, Bordeaux-style Red Blend",South Africa,Western Cape,none,none,2,
503,"Cabernet Blend, Bordeaux-style Red Blend",Spain,Levante,Jumilla,none,2,"Murcia, Northeast Spain, Spain"
504,"Cabernet Blend, Bordeaux-style Red Blend",Spain,Northern Spain,Navarra,none,4,"Navarra, Northeast Spain, Spain"
505,"Cabernet Blend, Bordeaux-style Red Blend",Spain,Northern Spain,Ribera del Queiles,none,3,"Aragon, Northeast Spain, Spain"
508,"Cabernet Blend, Bordeaux-style Red Blend",US,California,Napa,Calistoga,2,"Napa Valley, North Coast, California, USA"
509,"Cabernet Blend, Bordeaux-style Red Blend",US,California,Napa,Coombsville,2,"Napa Valley, North Coast, California, USA"
511,"Cabernet Blend, Bordeaux-style Red Blend",US,California,Napa,Napa Valley,6,"Napa Valley, North Coast, California, USA"
515,"Cabernet Blend, Bordeaux-style Red Blend",US,Washington,Columbia Valley,Columbia Valley (WA),3,"Columbia Valley, Washington, USA"
517,"Cabernet Blend, Bordeaux-style Red Blend",US,Washington,Columbia Valley,Yakima Valley,2,"Columbia Valley, Washington, USA"
518,Cabernet Franc,Argentina,Mendoza Province,Agrelo,none,7,"Mendoza, Argentina"
520,Cabernet Franc,Argentina,Mendoza Province,LujÃ¡n de Cuyo,none,3,"Mendoza, Argentina"
521,Cabernet Franc,Argentina,Mendoza Province,Mendoza,none,56,"Mendoza, Argentina"
522,Cabernet Franc,Argentina,Mendoza Province,Tupungato,none,10,"Mendoza, Argentina"
523,Cabernet Franc,Argentina,Mendoza Province,Uco Valley,none,15,"Mendoza, Argentina"
524,Cabernet Franc,Argentina,Mendoza Province,Vista Flores,none,2,"Mendoza, Argentina"
525,Cabernet Franc,Argentina,Other,Alto Valle del RÃ­o Negro,none,4,"Patagonia, Argentina"
526,Cabernet Franc,Argentina,Other,Patagonia,none,3,"Patagonia, Argentina"
527,Cabernet Franc,Argentina,Other,San Juan,none,2,"San Juan, Argentina"
529,Cabernet Franc,Austria,Burgenland,none,none,2,"Burgenland, Austria"
532,Cabernet Franc,Bulgaria,Thracian Valley,none,none,2,"Thracian Valley, Bulgaria"
533,Cabernet Franc,Canada,British Columbia,Okanagan Valley,none,14,"British Columbia, Canada"
535,Cabernet Franc,Canada,Ontario,Niagara Escarpment,none,2,"Ontario, Canada"
536,Cabernet Franc,Canada,Ontario,Niagara Peninsula,none,7,"Ontario, Canada"
537,Cabernet Franc,Canada,Ontario,Niagara-On-The-Lake,none,3,"Ontario, Canada"
538,Cabernet Franc,Chile,Cachapoal Valley,none,none,4,"Cachapoal Valley, Central Valley, Chile"
539,Cabernet Franc,Chile,Casablanca Valley,none,none,10,"Casablanca Valley, Aconcagua Region, Chile"
541,Cabernet Franc,Chile,Colchagua Valley,none,none,13,"Colchagua Valley, Central Valley, Chile"
542,Cabernet Franc,Chile,CuricÃ³ Valley,none,none,5,"Curico Valley, Central Valley, Chile"
544,Cabernet Franc,Chile,Loncomilla Valley,none,none,3,"Maule Valley, Central Valley, Chile"
545,Cabernet Franc,Chile,LontuÃ© Valley,none,none,2,"Curico Valley, Central Valley, Chile"
546,Cabernet Franc,Chile,Maipo Valley,none,none,7,"Maipo Valley, Central Valley, Chile"
547,Cabernet Franc,Chile,Maule Valley,none,none,10,"Maule Valley, Central Valley, Chile"
551,Cabernet Franc,France,Bordeaux,Bordeaux SupÃ©rieur,none,2,
552,Cabernet Franc,France,Bordeaux,CrÃ©mant de Bordeaux,none,2,
554,Cabernet Franc,France,France Other,Vin de France,none,3,
556,Cabernet Franc,France,Languedoc-Roussillon,Pays d'Oc,none,2,
557,Cabernet Franc,France,Loire Valley,Anjou,none,19,"Anjou-Saumar, Loire Valley, France"
558,Cabernet Franc,France,Loire Valley,Anjou Villages,none,4,"Anjou-Saumar, Loire Valley, France"
559,Cabernet Franc,France,Loire Valley,Bourgueil,none,49,"Touraine, Loire Valley, France"
560,Cabernet Franc,France,Loire Valley,Cabernet d'Anjou,none,4,"Anjou-Saumar, Loire Valley, France"
562,Cabernet Franc,France,Loire Valley,Chinon,none,183,"Touraine, Loire Valley, France"
563,Cabernet Franc,France,Loire Valley,CrÃ©mant de Loire,none,13,
565,Cabernet Franc,France,Loire Valley,RosÃ© de Loire,none,2,
566,Cabernet Franc,France,Loire Valley,Saint-Nicolas-de-Bourgueil,none,46,"Touraine, Loire Valley, France"
567,Cabernet Franc,France,Loire Valley,Saumur,none,15,"Anjou-Saumar, Loire Valley, France"
569,Cabernet Franc,France,Loire Valley,Saumur-Champigny,none,58,"Anjou-Saumar, Loire Valley, France"
570,Cabernet Franc,France,Loire Valley,Touraine,none,2,"Touraine, Loire Valley, France"
572,Cabernet Franc,France,Loire Valley,Val de Loire,none,3,
576,Cabernet Franc,Hungary,VillÃ¡ny,none,none,5,"Villany, Hungary"
577,Cabernet Franc,Israel,Galilee,none,none,5,"Galilee, Israel"
579,Cabernet Franc,Israel,Judean Hills,none,none,6,"Judea, Israel"
580,Cabernet Franc,Israel,Shomron,none,none,2,"Samaria, Israel"
586,Cabernet Franc,Italy,Tuscany,Bolgheri Superiore,none,2,"Tuscany, Central Italy, Italy"
587,Cabernet Franc,Italy,Tuscany,Costa Toscana,none,3,"Tuscany, Central Italy, Italy"
588,Cabernet Franc,Italy,Tuscany,Toscana,none,16,"Tuscany, Central Italy, Italy"
592,Cabernet Franc,South Africa,Stellenbosch,none,none,11,"Coastal Region, South Africa"
595,Cabernet Franc,Spain,Central Spain,Vino de la Tierra de Castilla,none,2,"Castilla-La Mancha, Central Spain, Spain"
598,Cabernet Franc,US,California,California Other,California,6,
599,Cabernet Franc,US,California,Central Coast,Adelaida District,2,"Paso Robles, Central Coast, California, USA"
600,Cabernet Franc,US,California,Central Coast,Carmel Valley,4,"Monterey, Central Coast, California, USA"
602,Cabernet Franc,US,California,Central Coast,Contra Costa County,3,"San Francisco Bay, Central Coast, California, USA"
604,Cabernet Franc,US,California,Central Coast,Happy Canyon of Santa Barbara,3,"Santa Barbara, Central Coast, California, USA"
605,Cabernet Franc,US,California,Central Coast,Livermore Valley,22,"San Francisco Bay, Central Coast, California, USA"
606,Cabernet Franc,US,California,Central Coast,Los Olivos District,5,"Santa Barbara, Central Coast, California, USA"
607,Cabernet Franc,US,California,Central Coast,Paicines,4,"San Benito, Central Coast, California, USA"
608,Cabernet Franc,US,California,Central Coast,Paso Robles,23,"Paso Robles, Central Coast, California, USA"
610,Cabernet Franc,US,California,Central Coast,Santa Barbara County,2,"Santa Barbara, Central Coast, California, USA"
611,Cabernet Franc,US,California,Central Coast,Santa Clara Valley,4,"San Francisco Bay, Central Coast, California, USA"
612,Cabernet Franc,US,California,Central Coast,Santa Cruz Mountains,13,"San Francisco Bay, Central Coast, California, USA"
613,Cabernet Franc,US,California,Central Coast,Santa Maria Valley,2,"Santa Barbara, Central Coast, California, USA"
614,Cabernet Franc,US,California,Central Coast,Santa Ynez Valley,15,"Santa Barbara, Central Coast, California, USA"
615,Cabernet Franc,US,California,Central Coast,Templeton Gap District,2,"Paso Robles, Central Coast, California, USA"
617,Cabernet Franc,US,California,Central Valley,Lodi,14,"Inland Valleys, California, USA"
619,Cabernet Franc,US,California,Lake County,Lake County,9,"Clear Lake, North Coast, California"
620,Cabernet Franc,US,California,Lake County,Red Hills,2,"Clear Lake, North Coast, California"
621,Cabernet Franc,US,California,Mendocino County,Mendocino,5,"Mendocino, North Coast, California, USA"
623,Cabernet Franc,US,California,Napa,Calistoga,8,"Napa Valley, North Coast, California, USA"
624,Cabernet Franc,US,California,Napa,Coombsville,2,"Napa Valley, North Coast, California, USA"
625,Cabernet Franc,US,California,Napa,Diamond Mountain District,2,"Napa Valley, North Coast, California, USA"
626,Cabernet Franc,US,California,Napa,Howell Mountain,4,"Napa Valley, North Coast, California, USA"
627,Cabernet Franc,US,California,Napa,Mount Veeder,5,"Napa Valley, North Coast, California, USA"
628,Cabernet Franc,US,California,Napa,Napa Valley,54,"Napa Valley, North Coast, California, USA"
630,Cabernet Franc,US,California,Napa,Oakville,8,"Napa Valley, North Coast, California, USA"
631,Cabernet Franc,US,California,Napa,Rutherford,3,"Napa Valley, North Coast, California, USA"
632,Cabernet Franc,US,California,Napa,Spring Mountain District,2,"Napa Valley, North Coast, California, USA"
633,Cabernet Franc,US,California,Napa,St. Helena,6,"Napa Valley, North Coast, California, USA"
638,Cabernet Franc,US,California,Napa-Sonoma,Sonoma County-Napa County,2,"Napa-Sonoma, North Coast, California, USA"
639,Cabernet Franc,US,California,North Coast,North Coast,3,
644,Cabernet Franc,US,California,Sierra Foothills,El Dorado,10,"Sierra Foothills, California, USA"
645,Cabernet Franc,US,California,Sierra Foothills,El Dorado County,4,"Sierra Foothills, California, USA"
646,Cabernet Franc,US,California,Sierra Foothills,Fair Play,4,"Sierra Foothills, California, USA"
647,Cabernet Franc,US,California,Sierra Foothills,Nevada County,2,"Sierra Foothills, California, USA"
648,Cabernet Franc,US,California,Sierra Foothills,Sierra Foothills,23,"Sierra Foothills, California, USA"
649,Cabernet Franc,US,California,Sonoma,Alexander Valley,10,"Sonoma Valley, North Coast, California, USA"
650,Cabernet Franc,US,California,Sonoma,Dry Creek Valley,15,"Sonoma Valley, North Coast, California, USA"
652,Cabernet Franc,US,California,Sonoma,Russian River Valley,7,"Sonoma Valley, North Coast, California, USA"
654,Cabernet Franc,US,California,Sonoma,Sonoma County,6,"Sonoma Valley, North Coast, California, USA"
655,Cabernet Franc,US,California,Sonoma,Sonoma Valley,5,"Sonoma Valley, North Coast, California, USA"
661,Cabernet Franc,US,California,South Coast,Temecula Valley,13,"South Coast, California, USA"
662,Cabernet Franc,US,Colorado,Colorado,none,9,"Colorado, USA"
663,Cabernet Franc,US,Colorado,Grand Valley,none,10,"Colorado, USA"
664,Cabernet Franc,US,Connecticut,Western Connecticut Highlands,none,2,"Western Connecticut, Connecticut, USA"
666,Cabernet Franc,US,Idaho,Idaho,none,2,"Idaho, USA"
670,Cabernet Franc,US,Michigan,Lake Michigan Shore,none,2,"Michigan, USA"
672,Cabernet Franc,US,Michigan,Michigan,none,2,"Michigan, USA"
673,Cabernet Franc,US,Michigan,Old Mission Peninsula,none,7,"Michigan, USA"
675,Cabernet Franc,US,New Jersey,New Jersey,none,2,"New Jersey, USA"
676,Cabernet Franc,US,New Mexico,New Mexico,none,2,"New Mexico, USA"
677,Cabernet Franc,US,New York,Finger Lakes,Cayuga Lake,11,"Finger Lakes, New York, USA"
678,Cabernet Franc,US,New York,Finger Lakes,Finger Lakes,216,"Finger Lakes, New York, USA"
679,Cabernet Franc,US,New York,Finger Lakes,Seneca Lake,15,"Finger Lakes, New York, USA"
680,Cabernet Franc,US,New York,Long Island,Long Island,6,"Long Island, New York, USA"
681,Cabernet Franc,US,New York,Long Island,North Fork of Long Island,93,"Long Island, New York, USA"
682,Cabernet Franc,US,New York,New York Other,Hudson River Region,16,"Hudson Valley, New York, USA"
683,Cabernet Franc,US,New York,New York Other,New York,18,
687,Cabernet Franc,US,Oregon,Oregon Other,Columbia Valley (OR),4,"Columbia Valley, Oregon, USA"
688,Cabernet Franc,US,Oregon,Oregon Other,Oregon,2,
689,Cabernet Franc,US,Oregon,Oregon Other,Walla Walla Valley (OR),9,"Columbia Valley, Oregon, USA"
690,Cabernet Franc,US,Oregon,Southern Oregon,Applegate Valley,14,"Southern Oregon, Oregon, USA"
691,Cabernet Franc,US,Oregon,Southern Oregon,Rogue Valley,26,"Southern Oregon, Oregon, USA"
692,Cabernet Franc,US,Oregon,Southern Oregon,Southern Oregon,15,"Southern Oregon, Oregon, USA"
693,Cabernet Franc,US,Oregon,Southern Oregon,Umpqua Valley,2,"Southern Oregon, Oregon, USA"
694,Cabernet Franc,US,Pennsylvania,Pennsylvania,none,2,"Pennsylvania, USA"
695,Cabernet Franc,US,Texas,Texas,none,2,"Texas, USA"
697,Cabernet Franc,US,Virginia,Monticello,none,18,"Virginia, USA"
698,Cabernet Franc,US,Virginia,Shenandoah Valley,none,5,"Virginia, USA"
699,Cabernet Franc,US,Virginia,Virginia,none,47,"Virginia, USA"
701,Cabernet Franc,US,Washington,Columbia Valley,Columbia Valley (WA),179,"Columbia Valley, Washington, USA"
702,Cabernet Franc,US,Washington,Columbia Valley,Horse Heaven Hills,28,"Columbia Valley, Washington, USA"
703,Cabernet Franc,US,Washington,Columbia Valley,Lake Chelan,4,"Columbia Valley, Washington, USA"
704,Cabernet Franc,US,Washington,Columbia Valley,Rattlesnake Hills,11,"Columbia Valley, Washington, USA"
705,Cabernet Franc,US,Washington,Columbia Valley,Red Mountain,10,"Columbia Valley, Washington, USA"
706,Cabernet Franc,US,Washington,Columbia Valley,Wahluke Slope,45,"Columbia Valley, Washington, USA"
707,Cabernet Franc,US,Washington,Columbia Valley,Walla Walla Valley (WA),46,"Columbia Valley, Washington, USA"
